Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2015,58000,1,0,1,16.47,1198,73.9,5,3.95
2010,77000,1,0,2,20.36,1197,78.9,5,2.1
2009,73204,2,1,3,18.1,1991,147.9,4,3.5
2007,70000,1,0,2,19.81,1086,68.05,5,2
2014,79870,2,0,1,20.77,1248,88.76,7,5.35
2013,90000,2,0,1,25.8,1498,98.6,5,3.8
2016,17000,1,1,1,15.5,1595,122,5,17.25
2018,46493,1,0,1,18.9,1197,81.86,5,5.53
2009,68000,1,0,3,20.36,1197,78.9,5,1.95
2017,2000,2,0,1,28.4,1248,74,5,8.2
1999,140000,1,0,1,13,1343,90,5,0.9
2013,255000,2,0,3,12.99,2494,100.6,7,6.5
2014,45535,2,1,1,23.8,1998,112,5,19.41
2016,39228,1,0,1,15.7,1368,112.4,5,6.58
2011,57000,1,0,2,14.49,1399,92.7,5,2.1
2008,85445,1,0,2,19.81,1086,68.05,5,2
2015,54000,2,0,1,24.4,1120,71,5,3.7
2014,53000,1,1,1,23.1,998,67.04,5,3.8
2014,60000,1,0,1,20.36,1197,78.9,5,3.25
2015,65668,2,0,1,19.87,1461,83.8,5,5.53
2011,100000,2,1,2,22.69,1995,190,5,10.9
2018,1800,1,0,1,18.9,1197,82,5,5.1
2007,96000,1,0,2,15,999,250,5,2.2
2009,44200,1,0,2,18,995,62,5,1.6
2018,14000,1,0,1,17.4,1497,117.3,5,11.25
2013,720000,2,0,1,20.54,1598,103.6,5,5.9
2012,73000,2,1,1,11.5,2982,169,7,14.4
2011,68000,1,0,1,17,1497,118,5,3.6
2017,19543,2,1,1,18.12,1995,190,5,40.5
2014,38000,2,1,2,14.16,1968,174.3,5,38.95
2014,32805,2,0,1,23.2,1248,73.94,5,3.6
2016,44782,2,1,1,21.21,1498,103.2,5,7.12
2016,55700,2,0,1,26,1498,98.6,5,7.52
2012,60000,2,1,2,15.2,1968,140.8,5,10.35
2014,56000,1,0,1,15,1598,103.52,5,7
2011,60000,2,0,1,11.5,2982,171,7,10.85
2010,78563,2,0,1,16.52,1991,123.7,5,2.35
2014,34669,1,0,1,15.1,1196,73,7,2.9
2017,17000,1,0,1,20.73,1373,91.1,5,7.65
2016,66000,2,0,1,28.09,1248,88.5,5,6.4
2014,102418,2,0,1,12.99,2494,100.6,7,10.1
2014,48800,1,0,1,19.1,1197,85.8,5,4.25
2019,10601,2,1,1,11.36,2755,171.5,7,19.65
2017,8200,2,0,1,25,1396,69,5,4.4
2012,100000,1,0,1,18.5,1197,82.85,5,3.25
2012,78000,2,0,1,17.8,1399,68,5,2.8
2015,50000,2,0,1,18.2,1248,73.74,8,4.3
2006,89327,2,0,3,17.8,1399,68,5,1.55
2007,98000,1,0,2,10.8,2354,152,5,4.7
2017,24700,1,0,1,18.7,1199,88.7,5,7.07
2018,6000,2,1,1,11,2987,258,7,79
2018,9434,1,0,1,18.9,1197,81.86,5,5.75
2012,29000,1,0,1,18.5,1197,85.8,5,3.25
2017,22440,2,1,1,22,1498,108.5,5,8.89
2015,73070,1,0,1,17.4,1497,117.3,5,5.9
2016,21771,1,0,1,18.7,1199,88.7,5,4.95
2014,62000,2,0,1,17.8,1248,75,5,3.75
2017,37024,2,1,1,17.01,1582,126.2,5,10.97
2014,60336,2,1,2,14.4,2967,241.4,5,24.94
2014,26008,1,0,1,21.1,814,55.2,5,1.97
2010,90000,2,0,2,20,1399,68,5,1.4
2018,35569,1,0,1,17,1198,73.75,5,7.27
2013,40000,2,0,1,21.64,1461,84.8,5,4
2015,45000,1,0,1,18.7,1199,88.7,5,4.75
2015,42000,1,0,1,17,1197,80,5,5.1
2012,46913,2,1,1,14.94,2967,241.4,5,16.11
2014,62000,2,1,1,11.18,2696,184,7,10.55
2017,15000,2,1,1,12.9,2755,174.5,7,30
2002,69000,2,0,1,18.7,1896,66,5,1.6
2012,41367,2,1,1,15.8,2148,170,5,18.49
2018,15982,1,0,1,20.73,1373,91.1,5,9.96
2013,99595,2,0,2,22.9,1248,74,5,4.75
2002,63000,2,0,3,13.1,2446,75,10,3.65
2012,49000,2,1,2,16.73,2495,218,5,15.5
2013,48272,2,0,1,10.5,2835,116.9,6,11.82
2008,63000,1,0,1,13.4,1794,125,5,2.05
2016,77000,3,0,1,26.6,998,58.16,5,3.3
2013,11734,1,0,1,16.8,796,34.2,8,2.25
2014,62012,2,1,1,17.68,1968,174.33,5,20.12
2017,46000,3,0,1,25,1197,81.86,5,4.95
2016,45449,2,0,1,27.3,1498,98.6,5,7.48
2004,85000,1,1,2,10.5,1796,157.7,5,5.5
2005,88000,1,0,2,13,1493,100,5,1.7
2013,45330,2,1,1,16.55,1968,147.51,5,13.19
2012,88000,1,0,1,19.1,1197,85.8,5,3.85
2016,45376,2,0,1,28.4,1248,73.75,5,5.75
2014,81000,2,0,1,15.1,2179,140,7,9
2012,83381,1,0,1,18.6,1199,79.4,5,2.21
2017,78526,2,0,1,23,1498,98.96,5,8.09
2017,27313,2,1,1,14.69,2993,258,5,48.63
2015,42747,2,1,2,14.16,1968,174.3,5,39.47
2015,42265,2,1,2,20.68,1995,190,5,22.24
2009,21000,1,1,1,19.2,1197,80,5,2.6
2016,55100,2,1,1,17.01,1582,126.2,5,12
2014,70000,2,1,1,17.11,1968,174.33,5,18
2007,55000,1,1,3,10.13,3498,364.9,5,9.99
2012,58235,1,0,1,20.36,1197,78.9,5,2.45
2017,26000,2,0,1,23,1498,98.96,5,8.99
2011,35000,2,0,1,20.54,1598,103.6,5,3.15
2017,24000,2,0,1,28.4,1248,73.75,5,8.2
2016,98000,2,0,1,15.4,1997,120,7,11.5
2016,44487,2,0,1,22.54,1396,88.73,5,7.3
2008,65000,1,0,1,19.7,796,46.3,5,1.59
2015,34951,1,0,2,20.36,1197,78.9,5,3.15
2015,52373,2,0,2,15.4,2179,120,7,8.5
2010,66285,2,0,1,19.5,1199,75,5,3
2012,66000,2,1,1,15.3,2993,258,5,21
2016,43000,2,0,1,27.3,1498,98.6,5,7.75
2013,45200,2,1,1,10,2148,170,5,23
2016,41000,2,1,1,16,2179,140,7,13.75
2017,39430,1,1,1,18,1497,117.3,5,8.29
2014,83274,2,0,1,22.9,1248,74,5,5.79
2017,32324,2,1,1,14.84,2143,170,5,30.5
2011,49999,1,0,1,17,1497,118,5,3.8
2014,66000,2,0,1,15.3,2956,83.8,7,4.45
2012,54000,1,0,1,18.5,1197,82.85,5,3.3
2009,80000,2,0,2,20.4,1248,91.2,5,1.75
2011,72000,1,1,2,12.9,1799,130,5,5.5
2017,44865,2,0,1,19.67,1582,126.2,5,13.35
2017,22000,2,1,2,20.38,1968,143,5,22.5
2013,57478,1,0,2,17,1591,121.3,5,5.25
2011,75000,2,0,1,21.9,1396,90,5,3.75
2015,50624,2,0,1,24.2,1498,98.6,7,6.32
2018,75000,2,1,1,22.32,1582,126.32,5,7.75
2006,87000,1,0,2,15.3,1596,101,5,1.37
2010,62000,1,0,1,20.36,1197,78.9,5,2.1
2016,41372,2,0,1,24.3,1248,88.5,5,9.3
2015,70000,2,0,1,12.99,2494,100.6,7,12
2017,35000,2,1,1,17.9,2143,136,5,23.5
2006,71993,1,0,1,19.7,796,46.3,5,1.8
2013,62000,2,1,2,14.84,2143,170,5,12.5
2015,51000,2,0,1,22.9,1248,74,5,4.74
2016,26038,1,0,1,18.9,1197,82,5,5.43
2018,37713,2,1,2,12.55,2982,168.5,7,31.62
2011,78088,1,0,1,12.4,1998,132,8,6.3
2017,30453,2,0,1,22.77,1498,98.59,5,8.45
2016,54000,1,0,1,18.16,1196,86.8,5,5
2011,190000,2,0,1,11.5,2982,171,7,13
2012,65097,1,0,1,19.1,1197,85.8,5,4.7
2018,28060,1,1,1,12.05,2979,320,5,93.67
2012,282000,1,0,1,13.14,1798,160,5,3.3
2009,111000,1,0,2,18.9,1061,67,5,1.51
2013,63295,2,0,1,19.01,1461,108.45,5,6.09
2015,35770,1,0,1,20.73,1373,91.1,5,5.95
2012,125928,2,0,1,22.7,1582,126.24,5,9
2015,45000,2,1,1,21.66,1498,103.52,5,4.25
2013,21000,2,1,1,14.84,2143,170,5,23.5
2011,54774,1,1,1,11.7,2354,177.6,5,6.35
2014,41123,1,0,1,23.1,998,67.04,5,3.4
2017,17465,1,1,1,12.05,2979,320,5,93
2014,48000,2,1,1,22.69,1995,190,5,21.6
2011,173000,2,0,1,20.54,1598,103.6,5,4
2018,12000,2,0,1,23.4,1248,74,5,5.5
2012,34000,2,1,1,12.39,2179,147.51,5,19.25
2012,71360,2,0,1,21.9,1396,90,5,3.95
2012,74000,2,0,2,28.4,1248,73.75,5,4.25
2018,28937,2,0,1,17.1,1956,170,5,17.02
2012,82085,2,0,1,20.77,1248,88.76,7,6.5
2011,68465,1,0,1,15.6,1196,70,5,2.95
2013,63854,2,0,1,21.43,1364,86.79,5,7.12
2018,3000,2,1,1,24.3,1248,88.5,5,11.25
2009,65055,1,0,1,17,1497,118,5,2.75
2015,120000,2,0,1,15.4,2179,120,7,12
2014,64241,1,0,1,20.14,1197,81.86,5,3.67
2001,121000,2,0,1,15,2148,250,5,5
2008,2200,1,0,1,15.7,1390,75,5,2.3
2008,88123,2,0,1,18.7,1896,66,5,2.2
2014,79000,2,1,1,12,2987,224,7,41
2016,28143,2,1,1,20.68,1995,190,5,28.5
2015,23001,1,0,1,15.04,1598,103.2,5,5.49
2013,82002,2,1,2,16.55,1968,147.51,5,17.5
2009,75000,2,0,1,13.8,1399,68,5,1.99
2016,37451,2,0,1,22.32,1582,126.3,5,6.64
2017,67000,2,0,1,13.68,2393,147.8,7,16.5
2016,25000,1,0,1,18.9,1197,82,5,5
2017,12000,1,0,1,17,1198,73.75,5,5.4
2017,25000,1,0,1,25.17,799,53.3,5,2.99
2011,95936,1,0,1,17,1497,118,5,4.1
2018,5354,1,1,1,18.9,1197,81.86,5,6.76
2016,42000,1,0,2,18.78,999,75,5,5.5
2014,44282,2,0,1,25.2,1248,74,5,5.99
2012,70000,2,0,1,21.64,1461,84.8,5,2.59
2013,31400,2,1,1,16.36,2179,187.7,5,26.75
2016,50000,2,0,1,28.09,1248,88.5,5,8.5
2011,53000,2,1,1,12.8,1968,167.6,5,23
2014,21727,1,0,1,15.6,1196,70.02,5,3.35
2012,43000,2,1,2,11.72,2199,194.3,7,10.75
2013,75000,2,0,1,12.05,2179,120,8,6.29
2014,73557,2,0,1,19.6,1461,108.45,5,7.75
2012,44555,2,1,1,15.2,1968,140.8,5,13.5
2013,54885,1,0,1,15.1,1196,73,7,3.75
2011,76000,2,0,2,14,2498,112,7,3.75
2006,101000,1,0,2,18.9,998,67.1,5,1.5
2005,66000,1,0,1,14,1061,64,5,1.45
2013,84360,1,0,1,15.5,1586,103.3,5,4.12
2016,25121,2,0,1,13.68,2393,147.8,7,17.11
2015,100000,2,0,2,12.99,2494,100.6,7,10.25
2011,66035,2,0,1,22.07,1199,73.9,5,2.49
2015,190000,1,0,2,16.78,1496,88.73,5,3.85
2014,85670,2,0,1,22.7,1498,89.84,5,6.25
2015,35000,2,0,1,24,1120,70,5,4.88
2016,8000,1,1,1,18,1497,117.3,5,9.45
2007,162000,2,0,2,12.8,2494,102,8,4.8
2012,60000,1,0,1,21.1,814,55.2,5,1.99
2010,70600,1,0,1,20.36,1197,78.9,5,2.8
2011,25000,1,1,2,12.3,1796,185,5,22
2012,75000,2,0,1,15.96,2523,62.1,7,4.3
2014,85071,2,1,1,20,1968,138.1,5,9.75
2015,40000,1,0,1,20.4,1197,81.8,5,5.9
2013,67000,2,1,1,16.55,1968,147.51,5,14.5
2009,55000,2,0,2,17.8,1399,68,5,2.4
2008,62000,1,0,2,15,1586,104.68,5,2.11
2017,22526,1,1,1,18.9,1197,82,5,7.6
2012,57788,1,1,1,17.16,1197,85.8,5,3.6
2013,72000,2,0,1,10.5,2179,120,8,6
2014,83128,2,0,1,15.4,2179,120,7,7.45
2011,75000,1,0,1,19.7,796,46.3,5,2.1
2013,58000,2,0,2,19.01,1461,108.45,5,5.2
2009,26000,2,0,1,15,2498,250,6,6.99
2017,1000,1,0,1,20.89,1197,81.8,5,6.36
2015,59751,2,0,1,12.99,2494,100.6,7,11.62
2015,29966,2,1,2,16.77,2993,261.49,5,43.6
2009,65000,2,0,2,13.6,1991,142,5,4.9
2015,75863,2,0,1,19.01,1461,108.45,5,6.7
2013,54000,3,0,1,33.54,998,67.04,5,3.05
2014,24000,2,1,1,17.11,1968,174.33,5,25
2018,33218,2,0,1,17.1,1956,170,5,19.05
2015,33425,1,0,1,17.43,1396,105.5,5,4.5
2013,47000,1,0,1,18,1198,86.7,5,4.15
2015,41000,2,0,1,19.67,1582,126.2,5,11.9
2011,62000,1,0,1,19.81,1086,68.05,5,2.1
2016,47035,2,0,1,18.49,1493,100,7,6.95
2008,56230,1,0,2,17.5,1298,85.8,5,2.4
2007,55000,1,0,1,13.2,1495,94,5,2.65
2014,70669,2,0,1,15.1,2179,140,7,9
2012,69000,1,0,1,20.92,998,67.1,5,2.1
2011,65000,1,0,2,18.6,1199,79.4,5,2.5
2009,30000,2,1,1,12.4,2698,179.5,5,8.95
2017,2000,2,1,1,20.7,1496,113.98,5,34
2015,40000,1,0,1,17.57,1193,88.7,5,4
2014,40000,2,0,1,26,1498,98.6,5,4.45
2010,26000,1,0,1,18.6,1199,79.4,5,1.5
2011,105000,2,1,2,16.55,1968,140,5,14.5
2015,2800,2,0,1,26.1,1498,99,5,8.41
2014,71000,2,1,2,19.08,1582,126.32,5,5.45
2015,32896,1,1,1,18,1497,117.3,5,8.9
2012,45000,1,0,1,20.36,1197,78.9,5,3.65
2015,65000,2,1,2,18.56,1995,190,5,29
2013,45200,2,1,1,16.55,1968,147.51,5,13.5
2008,82167,1,1,1,10.1,2354,152,5,5.4
2016,37429,1,0,1,18.9,1197,81.86,5,5.89
2016,46000,2,0,1,28.09,1248,88.5,5,8.45
2011,67031,1,0,1,17.4,1497,117.3,5,4
2013,30000,2,1,1,9.52,2993,313,4,45
2016,47691,1,1,1,23.1,998,67.04,5,3.94
2011,32531,2,1,2,13.73,1995,148,5,8
2013,71336,2,0,1,20,1399,68,5,4.1
2006,196000,2,0,1,12.8,2494,102,7,6.25
2015,28193,2,0,1,28.4,1248,73.75,5,5.25
2019,2526,1,1,1,19,2996,362.07,2,83.96
2013,85000,2,1,1,16.1,1950,194,5,21
2015,20780,1,0,1,18.9,1197,81.86,5,4.3
2014,43081,1,0,1,17.3,1497,117.3,7,5.25
2014,46738,1,1,1,19.12,1373,91.1,5,6.1
2013,54884,1,0,2,21.1,814,55.2,5,3.69
2012,74500,2,1,2,14.16,1968,174.3,5,15
2016,67472,2,0,1,16,2179,140,7,14.5
2013,84000,2,0,1,28.4,1248,74,5,5.65
2011,77400,2,0,1,21.1,1248,73.9,5,2.5
2017,14470,2,1,1,19.71,2143,201.15,5,38.5
2014,52108,2,0,1,19.01,1461,108.45,5,5.49
2013,40000,1,0,1,19.1,1197,85.8,5,3.55
2014,105044,2,0,1,12.99,2494,100.6,7,10.75
2016,24347,1,0,1,15.8,1591,121.3,5,11
2014,58000,2,0,1,21.79,1248,88.73,5,4.5
2014,49663,2,0,1,15.1,2179,140,7,8.42
2017,17000,1,1,1,18,1497,117.3,5,11.6
2016,13418,2,1,1,16.36,2179,187.7,5,33.63
2008,117080,2,0,3,17.8,1399,68,5,2.25
2010,74000,1,1,1,10.8,2497,150,5,12.95
2010,86514,2,0,1,17.8,1248,250,5,4.25
2014,66882,2,1,1,17.68,1968,174.33,5,25.02
2014,41460,1,0,1,18.5,1198,86.8,5,3.95
2011,57000,1,1,1,16.8,1497,118,5,4.4
2015,34010,1,0,3,16.47,1198,73.9,5,4.95
2010,96813,2,0,2,12.05,2179,120,8,5.5
2011,84000,1,0,1,16.8,1497,116.3,5,3.25
2013,50004,1,0,1,15,1598,103.5,5,4.02
2016,67995,2,0,1,16,2179,140,7,11.73
2012,55000,2,0,1,15,1896,105,5,9.5
2017,14900,1,1,1,21.4,1197,83.1,5,8.6
2013,70961,2,0,1,25.8,1498,98.6,5,4
2015,40194,1,0,1,15.04,1598,103.2,5,5.55
2015,96000,1,0,1,22.74,796,47.3,5,2.5
2017,35000,2,1,1,18,2993,255,7,41.6
2015,50000,1,1,1,18,1497,117.3,5,7.41
2014,50000,2,0,1,19.01,1461,108.5,5,6.5
2008,26299,1,0,1,19.7,796,46.3,5,1.2
2015,150386,2,0,1,14.24,2755,174.5,7,23
2012,60000,2,0,1,21.9,1396,90,5,2.74
2013,65000,2,0,1,20,1399,68,5,3.9
2017,80000,2,0,1,24.3,1248,88.5,5,8
2012,92000,2,0,3,22.32,1582,126.32,5,4
2016,13000,1,1,1,12.95,1999,152.88,5,17.75
2013,73278,2,0,1,21.1,1248,73.9,5,5.05
2011,38000,1,1,1,10.8,1984,132,5,12
2016,46936,2,1,1,13,2143,204,5,29.6
2015,55000,2,0,1,19.87,1461,83.8,5,6.5
2014,19000,1,1,1,15.5,1198,86.7,5,4.75
2016,42259,2,1,1,9,1984,181,5,24.36
2011,14000,1,0,2,17.5,1197,85.8,5,3.2
2016,16956,1,0,1,22.5,998,67.04,5,3.6
2017,15473,1,0,1,16.8,796,34.2,5,3.58
2011,75000,2,0,1,21.5,1248,88.8,5,2.5
2013,96000,2,0,2,23.5,1498,90,5,3.5
2015,25000,1,1,1,19.16,2494,158.2,5,25
2010,38000,1,0,2,22.5,998,67.04,5,1.75
2005,54000,2,1,1,11,2987,198.5,5,10
2018,4131,1,1,1,21.4,1197,83.1,5,7.75
2016,31700,1,0,1,18.7,1199,88.7,5,6.45
2017,66988,2,1,1,15.4,2179,120,7,10
2014,54230,1,0,1,16.47,1198,74,5,4.5
2015,35000,1,0,1,17,1197,80,5,3.4
2010,62714,1,1,1,12.1,2362,164.7,5,4.5
2015,45295,1,0,1,18.9,998,67.1,5,4.3
2018,7000,2,1,1,18.12,1995,190,5,46
2016,57000,1,1,1,24.07,998,67.1,5,3.4
2013,40100,2,1,1,14.84,2143,170,5,14.5
2013,56000,1,0,1,24.7,796,47.3,5,2.1
2012,15000,1,0,1,18.6,1197,85.8,5,3.65
2014,14000,1,0,1,18.2,1199,82.5,5,3
2009,68000,2,0,2,23,1396,90,5,3.95
2012,83000,2,1,1,11.9,2496,163.2,5,6.75
2013,81504,2,0,1,21.43,1364,87.2,5,6.53
2015,73500,2,0,1,13,2982,168.5,7,22
2013,52900,1,1,1,14.3,1598,103.52,5,4.75
2017,20000,1,1,1,16.5,1198,86.8,5,5.99
2011,46000,1,0,1,16.47,1198,73.9,5,3.05
2010,65000,1,0,1,16.47,1198,73.9,5,2.4
2007,42000,1,0,3,18.2,998,67.1,5,1.3
2016,36681,2,0,1,23.59,1364,67.06,5,6.71
2014,67000,2,0,2,15.1,2179,140,7,7.2
2016,18000,1,1,1,18.9,1197,82,5,5.4
2015,56409,2,0,1,22.7,1498,89.84,5,6.63
2016,65263,3,0,1,17.5,1373,80.46,7,7.5
2018,20300,1,1,1,18,1497,117.3,5,14.21
2010,45008,1,0,1,17,1497,118,5,3
2017,21799,1,0,1,23.1,998,67.04,5,5.11
2011,57328,1,0,1,15.04,1598,103.6,5,3.39
2017,35358,2,1,1,11.36,2755,171.5,7,22.99
2009,46946,1,0,2,18.5,1197,80,5,2.35
2012,39772,2,0,1,23.2,1248,73.94,5,2.85
2014,58000,2,1,1,17.68,1968,174.33,5,18.5
2014,52000,1,0,1,13.24,1598,102.57,5,5.99
2008,152000,1,0,2,13.5,1799,130,5,3
2016,42700,1,0,1,23.84,1199,84,5,3.6
2014,60000,2,1,1,16.55,1968,147.51,5,24
2015,33195,1,0,1,19.1,1197,85.8,5,6.26
2010,110000,2,0,1,14.24,2755,174.5,7,13.7
2016,52000,2,1,1,15.26,2143,203.2,5,35
2015,64399,2,0,1,21.9,1396,90,5,5.02
2015,55000,1,0,1,21.5,1197,81.8,5,3.1
2012,50000,2,0,1,20.54,1598,103.6,5,5.5
2014,33485,1,0,1,19.1,1197,85.8,5,3.59
2015,32000,2,0,1,20.4,1248,91.7,5,4.65
2009,71400,1,0,3,17,1497,118,5,3.8
2016,41713,2,0,1,19.67,1582,126.2,5,12.5
2017,46000,2,0,1,25.6,1498,98.6,5,12.9
2015,52950,1,0,1,14,796,35,5,2.35
2015,29500,1,0,1,20.4,1197,81.8,5,4.15
2012,63888,2,1,1,14,2987,224,5,22.58
2016,60000,1,0,1,24.7,796,47.3,5,2.65
2010,59196,1,0,2,15.6,1196,70,5,2.25
2016,121362,2,0,1,13.68,2393,147.8,7,16
2013,78000,2,1,1,18.48,1995,177,5,19.5
2015,59000,2,1,1,13.01,2199,194.3,7,21
2012,95000,2,1,2,22.48,1995,190,5,17.5
2010,84000,2,0,2,17.8,1399,68,5,2.41
2012,58253,2,0,2,23.59,1364,250,5,4.45
2014,64557,2,1,2,12.7,2179,187.7,5,29.93
2009,68078,1,0,1,19.7,796,46.3,5,1.02
2009,149706,2,0,1,11.5,2982,171,7,11
2004,215750,2,0,2,15,2446,250,10,3.5
2013,25984,1,0,1,15.8,1499,110,5,5.35
2017,15544,1,0,1,21.4,1197,83.1,5,5.65
2015,34000,2,1,1,23.8,1998,112,5,22
2013,24000,1,1,1,17.01,1591,121.4,5,5.95
2011,95000,2,0,3,20,1399,68,5,2.35
2014,52000,2,0,2,25.8,1498,98.6,5,4.1
2012,135000,2,0,1,19.01,1461,108.45,5,5.4
2017,39000,2,0,1,23,1498,98.96,5,8.45
2013,45306,2,1,2,11.2,2993,241,4,42.5
2010,140000,2,0,1,14.24,2755,174.5,7,10.75
2010,55000,3,0,2,13.45,1086,62.1,5,1.65
2015,67415,2,1,1,11.18,2696,184,7,11.03
2016,25562,1,0,1,23.1,998,67.04,5,3.5
2016,30292,1,0,1,18.6,1197,81.83,5,6.3
2014,84056,1,0,1,18.88,999,123.24,5,6.75
2017,62691,2,0,1,26.21,1248,88.5,5,7.5
2013,87000,2,1,1,17.11,1968,174.33,5,15.5
2015,52513,1,0,1,18,1198,86.7,5,4.65
2016,43983,1,1,1,15.63,1499,110.4,5,7.58
2013,90121,1,0,1,20.92,998,67.1,5,2.2
2011,50000,2,1,3,16.77,2967,241.38,5,21
2011,42500,2,1,1,18.33,1968,167.7,5,5.25
2016,62192,2,0,1,28.4,1248,74,5,5.22
2011,128000,2,0,3,19.2,1461,65,5,2
2018,38394,1,0,1,21.56,1462,103.25,5,9.18
2013,37287,1,0,1,26,624,35,4,1.74
2011,60000,1,1,1,16.8,1497,118,5,4.45
2017,39419,1,0,1,18.16,1196,86.8,5,4.95
2014,55000,2,0,1,22.54,1396,88.73,5,5.64
2016,7000,1,0,1,18.88,1499,110.4,5,6.9
2011,85000,2,1,1,16.55,1968,147.51,5,13.95
2013,51000,2,1,2,20.58,1995,143,5,17
2012,90000,2,0,2,13.93,2179,138.03,7,4.6
2010,105000,2,0,2,12.05,2179,120,8,5.21
2017,36458,1,0,1,15.29,1591,121.3,5,12.34
2006,109000,1,0,1,16.9,1497,100,5,1.5
2015,49000,2,1,1,17.05,1995,184,5,22.99
2011,8000,1,1,1,9,3436,250,2,43
2010,45000,2,1,1,14.7,2993,241.4,6,40
2008,68000,1,0,3,19.7,796,46.3,5,1.2
2011,54000,1,1,1,19.2,1197,80,5,2.9
2016,28000,1,1,1,14.62,1999,149.92,5,13.9
2016,38500,2,0,2,28.09,1248,88.5,5,7.85
2016,17738,2,1,1,15.3,2993,258,5,54.45
2012,67132,2,0,1,13.58,2499,78,9,4.75
2011,47000,2,0,1,20.64,1498,108.5,5,3.25
2015,28005,1,0,1,17.8,1497,117.3,5,7.1
2017,13000,1,0,1,20.4,1197,81.8,5,4.65
2012,67000,2,0,1,19.33,1968,138.1,5,5
2015,50000,1,0,1,18.6,1197,81.83,5,4.95
2014,55000,2,0,1,15.1,2179,140,7,9.8
2019,9312,2,1,1,18,2987,258,5,78.8
2015,30458,1,0,1,23.1,998,67.04,5,2.99
2014,46000,1,0,1,15.04,1598,103.2,5,4.45
2011,50000,1,0,2,23.9,624,37.48,4,0.75
2016,36676,3,0,1,25,1197,81.86,5,5
2014,72563,2,0,2,22.77,1498,98.59,5,5
2015,58239,1,1,1,14.62,1999,149.92,5,9.69
2015,57934,2,0,1,18.2,1248,73.74,8,5.5
2017,6500000,2,1,1,15.97,2993,258,5,65
2015,63000,2,0,1,20.14,1498,88.8,5,5.11
2012,27014,1,0,1,16.25,1198,75,5,2.19
2012,90906,2,0,1,20.54,1598,103.6,5,4.25
2013,61202,2,1,1,11.18,2696,184,7,14.5
2014,51000,2,0,1,19.87,1461,83.14,5,5.65
2016,88008,2,1,2,12.9,2755,174.5,7,22.5
2004,160000,1,1,2,11.3,1794,125,5,1.5
2012,42591,1,0,1,20.36,1197,78.9,5,3.2
2012,67000,2,0,1,23,1396,90,5,4.5
2014,48000,2,0,2,25.8,1498,98.6,5,4.5
2014,97000,2,1,1,22.32,1582,126.32,5,8
2018,10000,2,1,1,17.9,2143,136,5,28.9
2015,56900,2,0,1,20.14,1498,88.8,5,4.1
2006,74483,1,1,1,15,999,250,5,2.3
2017,36152,1,1,1,21.4,1197,83.1,5,7.22
2014,85512,2,0,1,22.9,1248,74,5,5.8
2013,234000,2,0,2,14,2489,95,8,3.5
2013,36000,2,0,2,22.7,1498,89.84,5,6.35
2015,36096,2,0,1,15.1,2179,140,7,8.85
2010,111111,1,0,2,18.6,1199,79.4,5,2
2012,73000,1,0,1,17.01,1591,121.3,5,5.5
2014,44300,1,0,2,18.9,1197,82,5,2.3
2014,74500,2,0,1,19.01,1461,108.45,5,7.95
2016,21495,1,0,1,19.1,1197,81.86,5,6.16
2012,59000,1,0,1,20.36,1197,78.9,5,2.85
2016,23000,1,1,1,13.7,1991,183,5,25
2008,50135,2,0,1,15.8,2148,170,5,10.36
2016,25000,1,1,1,15.04,1991,183,5,26
2013,47000,2,0,1,22.32,1582,126.32,5,4.35
2016,150000,2,0,1,14.95,2489,93.7,9,4.5
2015,53503,2,0,1,26.59,1248,74,5,5
2014,47003,1,0,1,20.36,1197,78.9,5,3.67
2014,80000,2,0,1,14,2179,138.1,7,6
2018,20492,1,0,1,18.9,1197,82,5,6.34
2012,17000,1,1,2,16.82,1998,189.08,4,22
2006,79000,1,0,2,13.4,1794,125,5,1.67
2014,27000,1,0,1,14.28,1798,138.03,5,7.95
2018,28786,1,0,1,10.4,2393,163.5,5,9.74
2011,143354,2,0,2,16,1997,140,7,6
2008,56000,1,0,2,19.5,1061,250,5,1.5
2013,21000,1,1,1,17.44,1998,189.08,4,21.5
2014,29202,3,0,1,33.54,998,67.04,5,3.9
2009,73000,2,0,2,21.1,1248,73.9,5,2.35
2012,74000,2,0,2,22.07,1199,73.9,5,2.65
2011,65423,1,0,1,20.36,1197,78.9,5,3.16
2009,65000,1,0,2,19,998,66.1,5,2.05
2013,83875,3,0,2,26.6,998,58.16,5,2.95
2014,55277,1,0,1,20.51,998,67.04,5,3.9
2017,50808,2,0,2,24.2,1498,98.6,7,6.68
2017,52000,1,0,2,21.1,814,55.2,5,3.5
2017,32000,1,1,1,14.84,1598,103.52,5,8.11
2017,25000,2,0,1,28.09,1248,88.5,5,8.3
2016,23218,2,1,1,15.26,2143,203.2,5,45.61
2010,84000,2,1,1,20,1968,138.1,5,4.45
2017,40000,2,0,1,24.3,1248,88.5,5,7.85
2011,17000,3,0,1,13.45,1086,62.1,5,3.1
2014,25135,2,0,1,24,1120,70,5,3.75
2017,65000,2,0,1,25.47,1248,88.5,7,7.65
2013,40000,1,0,1,17,1197,80,5,4.9
2018,24500,2,1,1,16,2179,140,7,16.52
2016,56674,1,1,1,13.7,1798,157.75,5,14.05
2016,51950,1,0,1,20.73,1373,91.1,5,6.75
